4298 ELYSIAN FIELDS AVE,2019-04-21 00:00:00,,
11400 S EASTERLYN CIR,2019-04-21 00:00:00,,
7330 LAKE BARRINGTON DR,2019-04-21 00:00:00,,
497 WALNUT ST,2019-04-21 00:00:00,,
423 BOURBON ST,2019-04-21 00:00:00,,
911 DAUPHINE ST,2019-04-22 00:00:00,,
2365 CHIPPEWA ST,2019-04-22 00:00:00,,
2035 STATE ST,2019-04-22 00:00:00,,
1749 COLISEUM ST,2019-04-23 00:00:00,,
9112 NELSON ST,2019-04-23 00:00:00,,
1822 E HOMESTEAD DR,2019-04-23 00:00:00,,
1339 FELICIANA ST,2019-04-24 00:00:00,,
215 MARAIS ST,2019-04-24 00:00:00,,
8825 AIRLINE HWY,2019-04-25 00:00:00,,
1502 LOUISA ST,2019-04-25 00:00:00,,
3712 MACARTHUR BLVD,2019-04-25 00:00:00,,
1321 BEHRMAN AVE,2019-04-25 00:00:00,,
3817 N ROMAN ST,2019-04-25 00:00:00,,
1415 N ROBERTSON ST,2019-04-26 00:00:00,,
1700 FRANKLIN AVE,2019-04-26 00:00:00,,
1446 N ROBERTSON ST,2019-04-26 00:00:00,,
820 O'KEEFE AVE,2019-04-26 00:00:00,,
12300 S I-10 SERVICE RD,2019-04-26 00:00:00,,
5419 MAGAZINE ST,2019-04-26 00:00:00,,
1102 CHIMNEY WOOD LN,2019-04-21 00:00:00,,
3101 S CARROLLTON AVE,2019-04-22 00:00:00,,
2636 GOVERNOR NICHOLLS ST,2019-04-22 00:00:00,,
1447 N VILLERE ST,2019-04-23 00:00:00,,
100 WARRINGTON DR,2019-04-23 00:00:00,,
3219 DANEEL ST,2019-04-23 00:00:00,,
2431 DECATUR ST,2019-04-23 00:00:00,,
6010 BELLAIRE DR,2019-04-24 00:00:00,,
4711 FRERET ST,2019-04-24 00:00:00,,
1124 LOUISIANA AVE,2019-04-24 00:00:00,,
712 ROYAL ST,2019-04-25 00:00:00,,
5318 WILTON DR,2019-04-25 00:00:00,,
716 MARIGNY ST,2019-04-25 00:00:00,,
7507 BRIARWOOD DR,2019-04-26 00:00:00,,
337 N HENNESSEY ST,2019-04-26 00:00:00,,
334 N OLYMPIA ST,2019-04-26 00:00:00,,
6 SWAN ST,2019-04-26 00:00:00,,
2900 ELYSIAN FIELDS AVE,2019-04-26 00:00:00,,
9501 GRANT ST,2019-04-26 00:00:00,,
135 DECATUR ST,2019-04-27 00:00:00,,
1625 ANNETTE ST,2019-04-27 00:00:00,,
4700 OLD GENTILLY RD,2019-04-27 00:00:00,,
12141 E BARRINGTON DR,2019-04-27 00:00:00,,
2 EVERETT PL,2019-04-27 00:00:00,,
7303 DOWNMAN RD,2019-04-22 00:00:00,,
6600 FRANKLIN AVE,2019-04-23 00:00:00,,
1622 ALVAR ST,2019-04-25 00:00:00,,
727 CARONDELET ST,2019-04-26 00:00:00,,
6424 CANAL BLVD,2019-04-27 00:00:00,,
4323 BIENVILLE ST,2019-04-27 00:00:00,,
4651 ALCEE FORTIER BLVD,2019-04-27 00:00:00,,
5951 BULLARD AVE,2019-04-27 00:00:00,,
4339 PERLITA ST,2019-04-27 00:00:00,,
2019 SUMPTER ST,2019-04-27 00:00:00,,
6611 COLBERT ST,2019-04-27 00:00:00,,
7043 BOSTON DR,2019-04-27 00:00:00,,
4654 ARTS ST,2019-04-27 00:00:00,,
5324 N GALVEZ ST,2019-04-27 00:00:00,,
3524 CANAL ST,2019-04-27 00:00:00,,
14924 CURRAN BLVD,2019-04-27 00:00:00,,
2101 S CLAIBORNE AVE,2019-04-27 00:00:00,,
3440 S CARROLLTON AVE,2019-04-27 00:00:00,,
2529 CARONDELET ST,2019-04-28 00:00:00,,
3149 N VILLERE ST,2019-04-28 00:00:00,,
1324 MOSS ST,2019-04-28 00:00:00,,
4820 GENERAL MEYER AVE,2019-04-28 00:00:00,,
2014 FRENCHMEN ST,2019-04-22 00:00:00,,
7843 SAIL ST,2019-04-23 00:00:00,,
524 BIENVILLE ST,2019-04-23 00:00:00,,
2622 GEORGE NICK CONNOR DR,2019-04-24 00:00:00,,
4912 CHRYSLER ST,2019-04-24 00:00:00,,
1233 S SARATOGA ST,2019-04-25 00:00:00,,
1572 N PRIEUR ST,2019-04-25 00:00:00,,
1700 S RAMPART ST,2019-04-25 00:00:00,,
2918 PHILIP ST,2019-04-26 00:00:00,,
301 CHEROKEE ST,2019-04-27 00:00:00,,
3606 N MIRO ST,2019-04-27 00:00:00,,
7344 BERYL ST,2019-04-27 00:00:00,,
1514 FERN ST,2019-04-27 00:00:00,,
4826 CHESTNUT ST,2019-04-27 00:00:00,,
3316 2ND ST,2019-04-28 00:00:00,,
5824 W DEER PARK BLVD,2019-04-28 00:00:00,,
6965 GENERAL HAIG ST,2019-04-28 00:00:00,,
1450 MARAIS ST,2019-04-28 00:00:00,,
1012 VALENCE ST,2019-04-28 00:00:00,,
425 MILAN ST,2019-04-28 00:00:00,,
1426 NAPOLEON AVE,2019-04-28 00:00:00,,
1843 FRANKLIN AVE,2019-04-28 00:00:00,,
4979 BACCICH ST,2019-04-28 00:00:00,,
8 TENNYSON PL,2019-04-28 00:00:00,,
6042 MAGAZINE ST,2019-04-24 00:00:00,,
6575 ARGONNE BLVD,2019-04-24 00:00:00,,
2448 CUMBERLAND CT,2019-04-24 00:00:00,,
7519 ALABAMA ST,2019-04-25 00:00:00,,
1141 BURGUNDY ST,2019-04-25 00:00:00,,
4826 READ BLVD,2019-04-25 00:00:00,,
11408 S SAINT ANDREWS CIR,2019-04-25 00:00:00,,
3551 GENERAL MEYER AVE,2019-04-25 00:00:00,,
1725 PALMER AVE,2019-04-26 00:00:00,,
3705 PIEDMONT DR,2019-04-26 00:00:00,,
4400 LANCELOT DR,2019-04-26 00:00:00,,
731 SAINT CHARLES AVE,2019-04-27 00:00:00,,
2406 VALMONT ST,2019-04-28 00:00:00,,
5140 NORGATE DR,2019-04-28 00:00:00,,
2233 ANNETTE ST,2019-04-29 00:00:00,,
3434 CANAL ST,2019-04-29 00:00:00,,
6008 BURGUNDY ST,2019-04-29 00:00:00,,
4742 EVANGELINE DR,2019-04-29 00:00:00,,
3035 PARIS AVE,2019-04-29 00:00:00,,
7300 W RENAISSANCE CT,2019-04-29 00:00:00,,
2809 SAINT CLAUDE AVE,2019-04-29 00:00:00,,
4006 SULLEN PL,2019-04-29 00:00:00,,
4767 ROSALIA DR,2019-04-29 00:00:00,,
2701 LAWRENCE ST,2019-04-29 00:00:00,,
3017 AMAZON ST,2019-04-24 00:00:00,,
6520 CONGRESS DR,2019-04-24 00:00:00,,
7640 HANSBROUGH AVE,2019-04-25 00:00:00,,
401 22ND ST,2019-04-26 00:00:00,,
832 JOSEPHINE ST,2019-04-26 00:00:00,,
3713 PARIS AVE,2019-04-27 00:00:00,,
4580 MARQUE DR,2019-04-27 00:00:00,,
8816 COHN ST,2019-04-27 00:00:00,,
137 STAFFORD PL,2019-04-27 00:00:00,,
3222 S CARROLLTON AVE,2019-04-28 00:00:00,,
200 POYDRAS ST,2019-04-28 00:00:00,,
1607 S CARROLLTON AVE,2019-04-28 00:00:00,,
1400 MILTON ST,2019-04-29 00:00:00,,
9200 S I-10 SERVICE RD,2019-04-29 00:00:00,,
1537 CAMP ST,2019-04-29 00:00:00,,
4122 CHEF MENTEUR HWY,2019-04-29 00:00:00,,
1617 CAFFIN AVE,2019-04-29 00:00:00,,
4328 STEPHEN GIRARD AVE,2019-04-29 00:00:00,,
209 HARRISON AVE,2019-04-30 00:00:00,,
1817 BARONNE ST,2019-04-30 00:00:00,,
4538 CONSTANCE ST,2019-04-30 00:00:00,,
4001 LENNOX BLVD,2019-04-30 00:00:00,,
2401 CUMBERLAND CT,2019-04-25 00:00:00,,
429 DECATUR ST,2019-04-25 00:00:00,,
2705 S BROAD ST,2019-04-25 00:00:00,,
5481 CROWDER BLVD,2019-04-25 00:00:00,,
134 S CLARK ST,2019-04-25 00:00:00,,
5957 LOUIS XIV ST,2019-04-26 00:00:00,,
5400 DAYNA CT,2019-04-27 00:00:00,,
1036 SONIAT ST,2019-04-27 00:00:00,,
1300 BURDETTE ST,2019-04-27 00:00:00,,
5700 RHODES AVE,2019-04-28 00:00:00,,
6300 EASTOVER DR,2019-04-28 00:00:00,,
3026 NASHVILLE AVE,2019-04-28 00:00:00,,
9027 PRITCHARD PL,2019-04-29 00:00:00,,
338 36TH ST,2019-04-30 00:00:00,,
2207 WIRTH PL,2019-04-30 00:00:00,,
2336 MENDEZ ST,2019-04-30 00:00:00,,
9133 EDINBURGH ST,2019-04-30 00:00:00,,
8608 SPRUCE ST,2019-04-30 00:00:00,,
9433 PALM ST,2019-04-30 00:00:00,,
87 FRENCH MARKET PL,2019-04-30 00:00:00,,
14732 PELTIER DR,2019-04-30 00:00:00,,
1646 N CLAIBORNE AVE,2019-04-30 00:00:00,,
4120 MAGNOLIA ST,2019-04-26 00:00:00,,
5544 SAINT FERDINAND DR,2019-04-26 00:00:00,,
6215 FRANKLIN AVE,2019-04-26 00:00:00,,
26 PINEHURST DR,2019-04-27 00:00:00,,
9763 W ROCKTON CIR,2019-04-27 00:00:00,,
6636 HAYNE BLVD,2019-04-27 00:00:00,,
5626 CHATHAM DR,2019-04-27 00:00:00,,
7734 BELFAST ST,2019-04-27 00:00:00,,
4443 COPERNICUS ST,2019-04-28 00:00:00,,
4621 CROWDER BLVD,2019-04-28 00:00:00,,
1538 N CLAIBORNE AVE,2019-04-28 00:00:00,,
7311 CAMBERLEY DR,2019-04-28 00:00:00,,
6000 LOUIS XIV ST,2019-04-29 00:00:00,,
4831 TCHOUPITOULAS ST,2019-04-29 00:00:00,,
